0	34.97
1	34.97
2	34.97
3	34.97
4	34.97
5	34.97
6	34.97
7	34.97
8	34.97
9	34.97
10	34.97
11	34.97
12	34.97
13	34.97
14	34.97
15	34.97
16	34.97
17	34.97
18	34.97
19	34.97
20	34.97
21	34.97
22	34.97
23	34.97
24	34.97
25	34.97
26	34.97
27	34.97
28	34.97
29	34.97
30	34.97
31	34.97
32	34.97
33	34.97
34	34.97
35	34.97
36	34.97
37	34.97
38	34.97
39	34.97
40	34.97
41	34.97
42	34.97
43	34.97
44	34.97
45	34.97
46	34.97
47	34.97
48	34.97
49	34.97
50	34.97
51	34.97
52	34.97
53	34.97
54	34.97
55	34.97
56	34.97
57	34.97
58	34.97
59	34.97
60	34.97
61	34.97
62	34.97
63	34.97
64	34.97
65	34.97
66	34.97
67	34.97
68	34.97
69	34.97
70	34.97
71	34.97
72	34.97
73	34.97
74	34.97
75	34.97
76	34.97
77	34.97
78	34.97
79	34.97
80	34.97
81	34.97
82	34.97
83	34.97
84	34.97
85	34.97
86	34.97
87	34.97
88	34.97
89	34.97
90	34.97
91	34.97
92	34.97
93	34.97
94	34.97
95	34.97
96	34.97
97	34.97
98	34.97
99	34.97
100	34.97
101	34.97
102	34.97
103	34.97
104	34.97
105	34.97
106	34.97
107	34.97
108	34.97
109	34.97
110	34.97
111	34.97
112	34.97
113	34.97
114	34.97
115	34.97
116	34.97
117	34.97
118	34.97
119	34.97
120	34.97
121	34.97
122	34.97
123	34.97
124	34.97
125	34.97
126	34.97
127	34.97
128	34.97
129	34.97
130	34.97
131	34.97
132	34.97
133	34.97
134	34.97
135	34.97
136	34.97
137	34.97
138	34.97
139	34.97
140	34.97
141	34.97
142	34.97
143	34.97
144	34.97
145	34.97
146	34.97
147	34.97
148	34.97
149	34.97
150	34.97
151	34.97
152	34.97
153	34.97
154	34.97
155	34.97
156	34.97
157	34.97
158	34.97
159	34.97
160	34.97
161	34.97
162	34.97
163	34.97
164	34.97
165	34.97
166	34.97
167	34.97
168	34.97
169	34.97
170	34.97
171	34.97
172	34.97
173	34.97
174	34.97
175	34.97
176	34.97
177	34.97
178	34.97
179	34.97
180	34.97
181	34.97
182	34.97
183	34.97
184	34.97
185	34.97
186	34.97
187	34.97
188	34.97
189	34.97
190	34.97
191	34.97
192	34.97
193	34.97
194	34.97
195	34.97
196	34.97
197	34.97
198	34.97
199	34.97
200	34.97
201	34.97
202	34.97
203	34.97
204	34.97
205	34.97
206	34.97
207	34.97
208	34.97
209	34.97
210	34.97
211	34.97
212	34.97
213	34.97
214	34.97
215	34.97
216	34.97
217	34.97
218	34.97
219	34.97
220	34.97
221	34.97
222	34.97
223	34.97
224	34.97
225	34.97
226	34.97
227	34.97
228	34.97
229	34.97
230	34.97
231	34.97
232	34.97
233	34.97
234	34.97
235	34.97
236	34.97
237	34.97
238	34.97
239	34.97
240	34.97
241	34.97
242	34.97
243	34.97
244	34.97
245	34.97
246	34.97
247	34.97
248	34.97
249	34.97
250	34.97
251	34.97
252	34.97
253	34.97
254	34.97
255	34.97
256	34.97
257	34.97
258	34.97
259	34.97
260	34.97
261	34.97
262	34.97
263	34.97
264	34.97
265	34.97
266	34.97
267	34.97
268	34.97
269	34.97
270	34.97
271	34.97
272	34.97
273	34.97
274	34.97
275	34.97
276	34.97
277	34.97
278	34.97
279	34.97
280	34.97
281	34.97
282	34.97
283	34.97
284	34.97
285	34.97
286	34.97
287	34.97
288	34.97
289	34.97
290	34.97
291	34.97
292	34.97
293	34.97
294	34.97
295	34.97
296	34.97
297	34.97
298	34.97
299	34.97
300	34.97
301	34.97
302	34.97
303	34.97
304	34.97
305	34.97
306	34.97
307	34.97
308	34.97
309	34.97
310	34.97
311	34.97
312	34.97
313	34.97
314	34.97
315	34.97
316	34.97
317	34.97
318	34.97
319	34.97
320	34.97
321	34.97
322	34.97
323	34.97
324	34.97
325	34.97
326	34.97
327	34.97
328	34.97
329	34.97
330	34.97
331	34.97
332	34.97
333	34.97
334	34.97
335	34.97
336	34.97
337	34.97
338	34.97
339	34.97
340	34.97
341	34.97
342	34.97
343	34.97
344	34.97
345	34.97
346	34.97
347	34.97
348	34.97
349	34.97
350	34.97
351	34.97
352	34.97
353	34.97
354	34.97
355	34.97
356	34.97
357	34.97
358	34.97
359	34.97
360	34.97
361	34.97
362	34.97
363	34.97
364	34.97
365	34.97
366	34.97
367	34.97
368	34.97
369	34.97
370	34.97
371	34.97
372	34.97
373	34.97
374	34.97
375	34.97
376	34.97
377	34.97
378	34.97
379	34.97
380	34.97
381	34.97
382	34.97
383	34.97
384	34.97
385	34.97
386	34.97
387	34.97
388	34.97
389	34.97
390	34.97
391	34.97
392	34.97
393	34.97
394	34.97
395	34.97
396	34.97
397	34.97
398	34.97
399	34.97
400	34.97
401	34.97
402	34.97
403	34.97
404	34.97
405	34.97
406	34.97
407	34.97
408	34.97
409	34.97
410	34.97
411	34.97
412	34.97
413	34.97
414	34.97
415	34.97
416	34.97
417	34.97
418	34.97
419	34.97
420	34.97
421	34.97
422	34.97
423	34.97
424	34.97
425	34.97
426	34.97
427	34.97
428	34.97
429	34.97
430	34.97
431	34.97
432	34.97
433	34.97
434	34.97
435	34.97
436	34.97
437	34.97
438	34.97
439	34.97
440	34.97
441	34.97
442	34.97
443	34.97
444	34.97
445	34.97
446	34.97
447	34.97
448	34.97
449	34.97
450	34.97
451	34.97
452	34.97
453	34.97
454	34.97
455	34.97
456	34.97
457	34.97
458	34.97
459	34.97
460	34.97
461	34.97
462	34.97
463	34.97
464	34.97
465	34.97
466	34.97
467	34.97
468	34.97
469	34.97
470	34.97
471	34.97
472	34.97
473	34.97
474	34.97
475	34.97
476	34.97
477	34.97
478	34.97
479	34.97
480	34.97
481	34.97
482	34.97
483	34.97
484	34.97
485	34.97
486	34.97
487	34.97
488	34.97
489	34.97
490	34.97
491	34.97
492	34.97
493	34.97
494	34.97
495	34.97
496	34.97
497	34.97
498	34.97
499	34.97
500	34.97
501	34.97
502	34.97
503	34.97
504	34.97
505	34.97
506	34.97
507	34.97
508	34.97
509	34.97
510	34.97
511	34.97
512	34.97
513	34.97
514	34.97
515	34.97
